source_model,source_waveform_id,source_waveform_name,target_model,target_waveform_id,target_waveform_name,confidence,match_method,auto_apply,candidates,source_catalog,source_basis
MONTAGE,185,EP2 Hard1-,MODX M,300,EP2 Hard1-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,265,DX2,MODX M,405,DX2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,26,CF3 Flat Soft St,MODX M,52,CF3 Flat Soft St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,106,S6 Flat mp L,MODX M,132,S6 Flat mp L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,186,EP2 Hard2,MODX M,301,EP2 Hard2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,266,DX3,MODX M,406,DX3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,27,CF3 Flat Soft Mn,MODX M,53,CF3 Flat Soft Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,107,S6 Flat mp R,MODX M,133,S6 Flat mp R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,187,EP2 Hard2+,MODX M,302,EP2 Hard2+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,267,DX4,MODX M,407,DX4,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,28,CF3 Flat Soft St+,MODX M,54,CF3 Flat Soft St+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,108,S6 Flat mp St Pan,MODX M,134,S6 Flat mp St Pan,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,188,EP2 Hard2-,MODX M,303,EP2 Hard2-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,268,DX Body Soft,MODX M,408,DX Body Soft,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,29,CF3 Flat Soft Mn+,MODX M,55,CF3 Flat Soft Mn+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,109,S6 Flat mp St+,MODX M,135,S6 Flat mp St+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,189,EP3 Sw,MODX M,304,EP3 Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,269,DX Body Med,MODX M,409,DX Body Med,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,30,CF3 Flat Soft St-,MODX M,56,CF3 Flat Soft St-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,110,S6 Flat mp Mn+,MODX M,136,S6 Flat mp Mn+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,190,EP3 Soft1,MODX M,305,EP3 Soft1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,270,DX Body Hard,MODX M,410,DX Body Hard,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,31,CF3 Flat Soft Mn-,MODX M,57,CF3 Flat Soft Mn-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,111,S6 Flat mp St-,MODX M,137,S6 Flat mp St-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,191,EP3 Soft1+,MODX M,306,EP3 Soft1+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,271,DX Attack1,MODX M,411,DX Attack1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,32,CF3 Flat Med St,MODX M,58,CF3 Flat Med St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,112,S6 Flat mp Mn-,MODX M,138,S6 Flat mp Mn-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,192,EP3 Soft1-,MODX M,307,EP3 Soft1-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,272,DX Attack2,MODX M,412,DX Attack2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,33,CF3 Flat Med Mn,MODX M,59,CF3 Flat Med Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,113,S6 Flat mf St,MODX M,139,S6 Flat mf St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,193,EP3 Soft2,MODX M,308,EP3 Soft2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,273,DX Attack3,MODX M,413,DX Attack3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,34,CF3 Flat Med St+,MODX M,60,CF3 Flat Med St+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,114,S6 Flat mf Mn,MODX M,140,S6 Flat mf Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,194,EP3 Soft2+,MODX M,309,EP3 Soft2+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,274,DX Attack4,MODX M,414,DX Attack4,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,35,CF3 Flat Med Mn+,MODX M,61,CF3 Flat Med Mn+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,115,S6 Flat mf L,MODX M,141,S6 Flat mf L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,195,EP3 Soft2-,MODX M,310,EP3 Soft2-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,275,DX Attack5,MODX M,415,DX Attack5,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,36,CF3 Flat Med St-,MODX M,62,CF3 Flat Med St-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,116,S6 Flat mf R,MODX M,142,S6 Flat mf R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,196,EP3 Hard1,MODX M,311,EP3 Hard1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,276,Clav1,MODX M,426,Clav1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,37,CF3 Flat Med Mn-,MODX M,63,CF3 Flat Med Mn-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,117,S6 Flat mf St Pan,MODX M,143,S6 Flat mf St Pan,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,197,EP3 Hard1+,MODX M,312,EP3 Hard1+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,277,Clav1+,MODX M,427,Clav1+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,38,CF3 Flat Hard St,MODX M,64,CF3 Flat Hard St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,118,S6 Flat mf St+,MODX M,144,S6 Flat mf St+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,198,EP3 Hard1-,MODX M,313,EP3 Hard1-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,278,Clav1-,MODX M,428,Clav1-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,39,CF3 Flat Hard Mn,MODX M,65,CF3 Flat Hard Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,119,S6 Flat mf Mn+,MODX M,145,S6 Flat mf Mn+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,199,EP3 Hard2,MODX M,314,EP3 Hard2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,279,Clav2,MODX M,429,Clav2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,40,CF3 Flat Hard St+,MODX M,66,CF3 Flat Hard St+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,120,S6 Flat mf St-,MODX M,146,S6 Flat mf St-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,200,EP3 Hard2+,MODX M,315,EP3 Hard2+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,280,Clav2+,MODX M,430,Clav2+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,41,CF3 Flat Hard Mn+,MODX M,67,CF3 Flat Hard Mn+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,121,S6 Flat mf Mn-,MODX M,147,S6 Flat mf Mn-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,201,EP3 Hard2-,MODX M,316,EP3 Hard2-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,281,Clav2-,MODX M,431,Clav2-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,42,CF3 Flat Hard St-,MODX M,68,CF3 Flat Hard St-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,122,S6 Flat ff St,MODX M,148,S6 Flat ff St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,202,EP4 p,MODX M,317,EP4 p,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,282,Clav3,MODX M,432,Clav3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,43,CF3 Flat Hard Mn-,MODX M,69,CF3 Flat Hard Mn-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,123,S6 Flat ff Mn,MODX M,149,S6 Flat ff Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,203,EP4 mp,MODX M,318,EP4 mp,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,283,Clav3+,MODX M,433,Clav3+,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,44,S6 Stretch pp St,MODX M,70,S6 Stretch pp St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,124,S6 Flat ff L,MODX M,150,S6 Flat ff L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,204,EP4 mf,MODX M,319,EP4 mf,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,284,Clav3-,MODX M,434,Clav3-,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,45,S6 Stretch pp Mn,MODX M,71,S6 Stretch pp Mn,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,125,S6 Flat ff R,MODX M,151,S6 Flat ff R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,205,EP4 f,MODX M,320,EP4 f,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,285,Clav4 Med,MODX M,435,Clav4 Med,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,46,S6 Stretch pp L,MODX M,72,S6 Stretch pp L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,126,S6 Flat ff St Pan,MODX M,152,S6 Flat ff St Pan,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
